,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
2717,461464,Male,No,59,Yes,Entertainment,1.0,Low,3.0,Cat_6,B
2733,459252,Male,Yes,66,Yes,Lawyer,0.0,High,3.0,Cat_6,A
2736,459682,Male,Yes,35,Yes,Executive,0.0,Average,3.0,Cat_6,A
2741,460382,Male,Yes,32,No,Marketing,4.0,Low,3.0,Cat_6,D
2748,467652,Male,No,32,Yes,Doctor,0.0,Low,3.0,Cat_6,D
2787,463726,Female,No,33,No,Healthcare,1.0,Low,3.0,Cat_6,B
2806,461738,Female,Yes,46,Yes,Healthcare,1.0,Average,3.0,Cat_6,C
2811,466159,Female,Yes,50,Yes,Engineer,2.0,Average,3.0,Cat_6,C
2812,463623,Male,No,33,Yes,Doctor,0.0,Low,3.0,Cat_6,C
2825,466476,Female,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,D
2835,463094,Male,Yes,40,Yes,Engineer,12.0,Average,3.0,Cat_6,A
2837,465060,Female,Yes,79,Yes,Lawyer,14.0,High,3.0,Cat_6,C
2848,460731,Female,No,29,Yes,Artist,1.0,Low,3.0,Cat_6,C
2849,463582,Female,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D
2855,464345,Female,Yes,57,Yes,Artist,2.0,High,3.0,Cat_6,C
2859,460080,Female,No,39,Yes,Doctor,9.0,Low,3.0,Cat_6,A
2863,463096,Female,No,33,Yes,Doctor,9.0,Low,3.0,Cat_6,D
2884,466998,Female,Yes,60,No,Artist,9.0,Average,3.0,Cat_6,C
2896,464445,Male,Yes,81,Yes,Executive,1.0,High,3.0,Cat_6,C
2904,459697,Female,Yes,77,No,Lawyer,0.0,High,3.0,Cat_6,A
2924,461568,Male,Yes,59,Yes,Artist,1.0,Average,3.0,Cat_6,C
2950,459841,Male,Yes,56,Yes,Healthcare,1.0,High,3.0,Cat_6,B
2952,459495,Male,No,29,Yes,Artist,1.0,Low,3.0,Cat_6,D
2954,460874,Female,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D
2966,466446,Female,Yes,46,Yes,Artist,1.0,High,3.0,Cat_6,C
2970,466701,Male,Yes,48,Yes,Homemaker,10.0,Low,3.0,Cat_6,C
2973,460795,Male,Yes,61,Yes,Artist,1.0,Average,3.0,Cat_6,C
2985,460316,Female,No,39,No,Healthcare,4.0,Low,3.0,Cat_6,D
2996,463809,Female,No,30,Yes,Healthcare,2.0,Low,3.0,Cat_6,B
3007,462169,Female,Yes,40,Yes,Artist,1.0,High,3.0,Cat_6,B
3022,466810,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_6,D
3025,461751,Female,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_6,C
3031,461902,Female,Yes,52,Yes,Artist,0.0,Low,3.0,Cat_6,B
3048,466479,Male,Yes,52,Yes,Artist,0.0,Average,3.0,Cat_6,C
3055,467555,Male,No,27,No,Entertainment,14.0,Low,3.0,Cat_6,D
3068,460906,Female,Yes,89,Yes,Lawyer,1.0,High,3.0,Cat_6,A
3085,463635,Female,Yes,41,Yes,Artist,0.0,Low,3.0,Cat_6,A
3093,460172,Male,Yes,47,Yes,Artist,1.0,Average,3.0,Cat_6,C
3114,459165,Male,No,27,No,Doctor,7.0,Low,3.0,Cat_6,C
3124,463436,Female,No,25,No,Doctor,0.0,Low,3.0,Cat_6,B
3169,461946,Male,No,31,Yes,Healthcare,1.0,Low,3.0,Cat_6,C
3180,465554,Female,No,85,Yes,Lawyer,0.0,Low,3.0,Cat_6,A
3189,462356,Male,No,47,Yes,Engineer,0.0,Low,3.0,Cat_6,A
3201,467565,Male,Yes,60,Yes,Artist,0.0,Low,3.0,Cat_6,C
3202,467691,Female,Yes,53,Yes,Artist,0.0,Average,3.0,Cat_6,C
3205,464120,Male,No,30,No,Healthcare,8.0,Low,3.0,Cat_6,A
3237,464188,Female,No,33,No,Doctor,1.0,Low,3.0,Cat_6,D
3249,462918,Male,Yes,38,Yes,Doctor,11.0,Average,3.0,Cat_6,A
3254,466611,Male,No,21,No,Marketing,7.0,Low,3.0,Cat_6,B
3255,463117,Female,No,26,No,Engineer,0.0,Low,3.0,Cat_6,D
3261,461473,Female,Yes,41,Yes,Artist,3.0,Average,3.0,Cat_6,C
3262,461587,Male,No,26,Yes,Healthcare,0.0,Low,3.0,Cat_6,B
3275,465461,Male,Yes,72,No,Entertainment,1.0,Average,3.0,Cat_6,C
3280,465296,Female,Yes,76,Yes,Lawyer,5.0,High,3.0,Cat_6,A
3292,459654,Male,Yes,51,Yes,Artist,5.0,Average,3.0,Cat_6,B
3318,459943,Male,No,42,Yes,Entertainment,2.0,Low,3.0,Cat_6,B
3324,461479,Female,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,C
3330,459463,Female,Yes,62,Yes,Artist,1.0,Average,3.0,Cat_6,C
3350,467716,Male,Yes,41,Yes,Artist,4.0,Average,3.0,Cat_6,B
3365,462436,Male,No,32,Yes,Healthcare,0.0,Low,3.0,Cat_6,D
3376,467526,Male,No,21,No,Healthcare,0.0,Low,3.0,Cat_6,D
3380,467670,Male,No,25,No,Engineer,0.0,Low,3.0,Cat_6,A
3383,467640,Female,Yes,38,Yes,Artist,0.0,Low,3.0,Cat_6,D
3388,460853,Female,Yes,63,Yes,Artist,1.0,High,3.0,Cat_6,C
3389,461505,Female,Yes,39,No,Artist,0.0,High,3.0,Cat_6,B
3401,467818,Female,Yes,37,Yes,Artist,5.0,High,3.0,Cat_6,C
3407,464396,Male,Yes,35,Yes,Entertainment,1.0,Average,3.0,Cat_6,B
3409,466687,Male,No,22,No,Healthcare,0.0,Low,3.0,Cat_6,D
3411,461062,Female,No,25,No,Executive,1.0,Low,3.0,Cat_6,D
3418,464242,Male,No,37,Yes,Engineer,1.0,Low,3.0,Cat_6,D
3423,459198,Female,Yes,66,Yes,Artist,0.0,Average,3.0,Cat_6,C
3440,467438,Male,No,28,No,Entertainment,6.0,Low,3.0,Cat_6,A
3443,467497,Male,Yes,51,Yes,Artist,1.0,Low,3.0,Cat_6,D
3445,461773,Male,Yes,69,Yes,Entertainment,1.0,High,3.0,Cat_6,B
3461,466892,Male,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,C
3462,463693,Male,Yes,35,Yes,Artist,9.0,High,3.0,Cat_6,C
3468,459661,Male,Yes,62,Yes,Executive,0.0,High,3.0,Cat_6,C
3472,466951,Female,Yes,52,Yes,Artist,0.0,High,3.0,Cat_6,C
3477,461836,Male,Yes,53,Yes,Artist,6.0,Average,3.0,Cat_6,C
3481,459222,Female,Yes,68,Yes,Artist,1.0,Average,3.0,Cat_6,C
3507,460700,Male,Yes,56,Yes,Entertainment,1.0,Average,3.0,Cat_6,B
3511,465798,Female,No,41,Yes,Healthcare,0.0,Low,3.0,Cat_6,C
3523,461924,Female,Yes,89,No,Lawyer,1.0,High,3.0,Cat_6,B
3526,462173,Male,Yes,89,Yes,Executive,3.0,Low,3.0,Cat_6,A
3530,461468,Male,Yes,66,Yes,Entertainment,3.0,Average,3.0,Cat_6,C
3534,459591,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,C
3537,460231,Male,Yes,59,Yes,Executive,11.0,High,3.0,Cat_6,C
3540,463540,Male,Yes,56,Yes,Artist,8.0,Average,3.0,Cat_6,C
3559,467099,Female,No,30,No,Entertainment,0.0,Low,3.0,Cat_6,A
3578,466561,Female,No,19,No,Healthcare,3.0,Low,3.0,Cat_6,D
3590,460282,Male,Yes,40,No,Executive,0.0,Low,3.0,Cat_6,D
3593,460147,Male,Yes,67,Yes,Entertainment,1.0,Average,3.0,Cat_6,C
3613,459085,Male,No,22,No,Marketing,4.0,Low,3.0,Cat_6,A
3617,465424,Male,No,38,Yes,Entertainment,1.0,Low,3.0,Cat_6,A
3626,466498,Male,Yes,83,Yes,Lawyer,6.0,High,3.0,Cat_6,D
3632,463230,Female,Yes,35,Yes,Engineer,5.0,High,3.0,Cat_6,A
3634,465018,Male,No,42,Yes,Entertainment,0.0,Low,3.0,Cat_6,A
3641,459214,Female,No,26,Yes,Engineer,0.0,Low,3.0,Cat_6,C
3647,461541,Male,No,36,Yes,Executive,9.0,Low,3.0,Cat_6,D
3648,462709,Female,No,32,No,Doctor,0.0,Low,3.0,Cat_6,C
3656,464334,Female,No,33,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
3661,462042,Female,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,D
3684,461853,Male,No,20,No,Healthcare,6.0,Low,3.0,Cat_6,D
3686,464513,Male,Yes,38,Yes,Executive,6.0,High,3.0,Cat_6,B
3694,464299,Female,No,35,Yes,Artist,12.0,Low,3.0,Cat_6,A
3698,460848,Male,Yes,53,No,Entertainment,10.0,Average,3.0,Cat_6,A
3699,459324,Female,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D
3718,461832,Male,No,31,Yes,Healthcare,1.0,Low,3.0,Cat_6,C
3725,467212,Female,No,28,Yes,Doctor,1.0,Low,3.0,Cat_6,B
3736,462461,Male,No,28,Yes,Doctor,1.0,Low,3.0,Cat_6,D
3746,463319,Female,Yes,73,No,Lawyer,1.0,High,3.0,Cat_6,B
3752,465922,Female,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_6,D
3758,462880,Male,Yes,25,No,Executive,1.0,High,3.0,Cat_6,B
3762,464536,Male,Yes,28,Yes,Artist,0.0,Average,3.0,Cat_6,A
3774,463847,Male,Yes,41,No,Artist,2.0,Average,3.0,Cat_6,C
3776,465472,Female,Yes,87,No,Entertainment,2.0,High,3.0,Cat_6,A
3785,465195,Male,Yes,53,Yes,Executive,1.0,High,3.0,Cat_6,B
3793,465624,Male,No,39,Yes,Artist,8.0,Low,3.0,Cat_6,C
3799,465892,Male,No,40,Yes,Artist,9.0,Low,3.0,Cat_6,A
3801,459015,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
3802,459699,Female,No,61,Yes,Engineer,9.0,Average,3.0,Cat_6,B
3809,467554,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
3816,462753,Male,Yes,28,No,Executive,0.0,Average,3.0,Cat_6,D
3818,463537,Female,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
3826,463014,Male,Yes,53,Yes,Executive,0.0,High,3.0,Cat_6,B
3832,459448,Male,Yes,40,Yes,Executive,0.0,High,3.0,Cat_6,C
3835,465918,Female,No,39,Yes,Artist,5.0,Low,3.0,Cat_6,B
3838,465749,Male,Yes,42,No,Engineer,1.0,Average,3.0,Cat_6,C
3842,467715,Male,Yes,51,Yes,Executive,4.0,High,3.0,Cat_6,C
3850,466689,Male,No,28,Yes,Artist,8.0,Low,3.0,Cat_6,C
3854,467766,Female,No,31,No,Healthcare,6.0,Low,3.0,Cat_6,C
3856,463775,Female,No,33,No,Engineer,6.0,Low,3.0,Cat_6,C
3891,463158,Male,Yes,83,Yes,Executive,0.0,High,3.0,Cat_6,B
3892,467866,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,C
3898,465239,Male,Yes,56,Yes,Artist,0.0,Average,3.0,Cat_6,B
3900,467508,Female,No,25,No,Doctor,1.0,Low,3.0,Cat_6,B
3915,465955,Male,No,25,Yes,Marketing,8.0,Low,3.0,Cat_6,A
3916,460033,Female,No,46,Yes,Entertainment,6.0,Low,3.0,Cat_6,A
3937,464022,Female,No,22,No,Healthcare,0.0,Low,3.0,Cat_6,D
3944,463223,Female,No,22,No,Entertainment,0.0,Low,3.0,Cat_6,D
3949,464379,Female,Yes,40,Yes,Engineer,12.0,Average,3.0,Cat_6,B
3964,460708,Male,Yes,35,Yes,Artist,0.0,Low,3.0,Cat_6,C
4006,462881,Female,Yes,66,Yes,Artist,0.0,High,3.0,Cat_6,B
4015,460379,Male,No,35,Yes,Artist,9.0,Low,3.0,Cat_6,A
4032,463532,Female,Yes,67,Yes,Artist,9.0,Low,3.0,Cat_6,B
4035,465170,Female,Yes,46,Yes,Entertainment,4.0,Low,3.0,Cat_6,C
4039,459432,Male,Yes,84,Yes,Lawyer,0.0,Low,3.0,Cat_6,A
4041,467141,Male,Yes,50,Yes,Artist,1.0,Low,3.0,Cat_6,A
4044,461415,Male,No,48,Yes,Entertainment,0.0,Low,3.0,Cat_6,A
4047,459631,Male,No,53,Yes,Executive,0.0,High,3.0,Cat_6,D
4050,463243,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
4056,463220,Male,Yes,46,No,Engineer,0.0,Average,3.0,Cat_6,B
4062,460907,Male,Yes,82,No,Lawyer,1.0,High,3.0,Cat_6,A
4065,467295,Male,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,C
4066,466212,Female,Yes,53,Yes,Artist,0.0,Average,3.0,Cat_6,C
4069,467541,Male,Yes,43,Yes,Artist,1.0,High,3.0,Cat_6,A
4071,463634,Female,No,30,Yes,Doctor,0.0,Low,3.0,Cat_6,A
4075,462964,Male,Yes,39,No,Artist,7.0,Average,3.0,Cat_6,C
4086,466971,Male,No,65,Yes,Executive,9.0,Low,3.0,Cat_6,D
4089,464471,Male,Yes,30,Yes,Doctor,0.0,Low,3.0,Cat_6,D
4105,460847,Male,No,27,Yes,Artist,1.0,Low,3.0,Cat_6,A
4113,464147,Male,Yes,41,Yes,Artist,0.0,High,3.0,Cat_6,C
4114,463007,Male,Yes,29,No,Executive,0.0,High,3.0,Cat_6,D
4117,465706,Female,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,C
4129,459796,Male,Yes,66,Yes,Artist,1.0,Average,3.0,Cat_6,C
4136,462003,Male,Yes,79,No,Lawyer,9.0,Low,3.0,Cat_6,D
4140,467973,Female,Yes,66,Yes,Engineer,0.0,Average,3.0,Cat_6,A
4160,464254,Male,Yes,63,Yes,Entertainment,0.0,Average,3.0,Cat_6,C
4164,467724,Male,Yes,46,No,Artist,1.0,High,3.0,Cat_6,B
4165,459792,Male,Yes,42,Yes,Artist,6.0,Low,3.0,Cat_6,A
4167,467143,Female,No,53,No,Lawyer,1.0,Low,3.0,Cat_6,D
4174,464512,Male,Yes,43,No,Executive,8.0,Low,3.0,Cat_6,A
4182,462932,Female,Yes,37,Yes,Homemaker,3.0,High,3.0,Cat_6,A
4185,459416,Male,No,19,No,Artist,10.0,Low,3.0,Cat_6,A
4190,461733,Female,Yes,43,Yes,Artist,0.0,High,3.0,Cat_6,B
4192,467846,Male,Yes,48,Yes,Artist,1.0,Average,3.0,Cat_6,C
4197,464503,Male,No,25,Yes,Artist,9.0,Low,3.0,Cat_6,A
4198,460242,Male,Yes,41,Yes,Healthcare,8.0,Low,3.0,Cat_6,C
4199,467014,Male,Yes,36,Yes,Executive,9.0,High,3.0,Cat_6,C
4203,464074,Female,Yes,39,Yes,Doctor,0.0,Average,3.0,Cat_6,C
4204,463734,Male,Yes,38,No,Executive,0.0,Average,3.0,Cat_6,A
4205,466575,Female,Yes,57,Yes,Artist,7.0,Average,3.0,Cat_6,C
4213,460442,Male,Yes,37,Yes,Entertainment,0.0,Average,3.0,Cat_6,B
4229,460136,Male,No,27,Yes,Artist,10.0,Low,3.0,Cat_6,D
4231,460187,Female,No,38,Yes,Doctor,4.0,Low,3.0,Cat_6,A
4250,459392,Female,No,23,No,Doctor,0.0,Low,3.0,Cat_6,C
4263,465866,Male,Yes,35,Yes,Artist,7.0,Low,3.0,Cat_6,D
4265,459780,Female,No,42,No,Entertainment,1.0,Low,3.0,Cat_6,A
4271,462420,Male,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_6,C
4273,466513,Female,Yes,55,Yes,Artist,1.0,Average,3.0,Cat_6,B
4277,461391,Male,Yes,65,Yes,Entertainment,3.0,Low,3.0,Cat_6,C
4282,467553,Female,No,32,Yes,Healthcare,8.0,Low,3.0,Cat_6,D
4283,459655,Male,Yes,39,Yes,Artist,1.0,Average,3.0,Cat_6,B
4285,459119,Male,Yes,61,Yes,Executive,9.0,High,3.0,Cat_6,C
4289,465390,Female,No,27,Yes,Marketing,3.0,Low,3.0,Cat_6,D
4292,465902,Male,No,25,Yes,Executive,3.0,Low,3.0,Cat_6,D
4297,462373,Male,Yes,36,Yes,Entertainment,9.0,High,3.0,Cat_6,B
4303,465297,Male,Yes,88,No,Entertainment,9.0,High,3.0,Cat_6,A
4305,459790,Male,No,28,No,Doctor,10.0,Low,3.0,Cat_6,C
4313,460337,Female,No,42,Yes,Marketing,10.0,Low,3.0,Cat_6,D
4323,461830,Male,Yes,42,Yes,Executive,1.0,High,3.0,Cat_6,C
4328,467562,Male,Yes,71,Yes,Executive,0.0,High,3.0,Cat_6,A
4331,462831,Male,Yes,29,No,Executive,1.0,High,3.0,Cat_6,D
4336,460235,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_6,D
4348,459206,Female,No,25,No,Artist,1.0,Low,3.0,Cat_6,C
4369,467499,Male,Yes,40,Yes,Artist,1.0,Low,3.0,Cat_6,C
4373,458984,Male,Yes,39,Yes,Artist,0.0,Average,3.0,Cat_6,C
4374,459142,Female,Yes,89,Yes,Artist,0.0,High,3.0,Cat_6,C
4375,462993,Male,Yes,30,No,Artist,0.0,Average,3.0,Cat_6,B
4379,465626,Female,No,42,Yes,Artist,7.0,Low,3.0,Cat_6,C
4387,466436,Male,Yes,42,No,Doctor,0.0,Average,3.0,Cat_6,B
4390,467463,Female,Yes,39,Yes,Artist,8.0,Average,3.0,Cat_6,B
4394,466094,Female,No,31,No,Healthcare,0.0,Low,3.0,Cat_6,B
4399,460124,Female,No,43,Yes,Artist,1.0,Low,3.0,Cat_6,A
4408,464403,Female,Yes,65,Yes,Lawyer,0.0,High,3.0,Cat_6,C
4418,463559,Female,Yes,48,Yes,Engineer,1.0,High,3.0,Cat_6,B
4427,463062,Female,Yes,37,Yes,Artist,1.0,Average,3.0,Cat_6,B
4434,462122,Male,Yes,42,No,Entertainment,6.0,Low,3.0,Cat_6,B
4442,467783,Female,Yes,53,Yes,Artist,0.0,Average,3.0,Cat_6,C
4459,465224,Male,Yes,61,Yes,Executive,0.0,Low,3.0,Cat_6,D
4466,467163,Male,No,32,No,Healthcare,9.0,Low,3.0,Cat_6,D
4471,463658,Male,Yes,43,Yes,Artist,3.0,Average,3.0,Cat_6,C
4475,464537,Male,Yes,41,Yes,Artist,8.0,Average,3.0,Cat_6,A
4477,467346,Male,Yes,37,Yes,Artist,1.0,Average,3.0,Cat_6,C
4494,462812,Female,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,C
4495,462496,Male,Yes,45,No,Artist,1.0,Average,3.0,Cat_6,A
4498,460757,Female,Yes,28,No,Homemaker,9.0,High,3.0,Cat_6,A
4499,467396,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_6,D
4501,459138,Male,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,C
4508,464216,Male,Yes,51,Yes,Artist,1.0,High,3.0,Cat_6,A
4510,460395,Female,No,27,Yes,Entertainment,8.0,Low,3.0,Cat_6,D
4514,459786,Male,Yes,57,No,Marketing,1.0,High,3.0,Cat_6,A
4542,465069,Male,Yes,73,Yes,Healthcare,1.0,Average,3.0,Cat_6,C
4546,467240,Female,Yes,22,No,Doctor,6.0,High,3.0,Cat_6,D
4555,459704,Male,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_6,B
4582,465005,Male,Yes,50,Yes,Executive,4.0,High,3.0,Cat_6,C
4594,459217,Female,Yes,60,No,Lawyer,1.0,Average,3.0,Cat_6,B
4603,460736,Male,No,19,No,Entertainment,0.0,Low,3.0,Cat_6,C
4611,461517,Male,Yes,42,Yes,Artist,0.0,Average,3.0,Cat_6,B
4636,467184,Male,Yes,51,No,Engineer,0.0,Average,3.0,Cat_6,D
4646,460963,Female,No,32,Yes,Artist,0.0,Low,3.0,Cat_6,B
4658,463512,Female,No,30,No,Engineer,0.0,Low,3.0,Cat_6,B
4668,466146,Female,Yes,41,No,Engineer,8.0,Average,3.0,Cat_6,C
4677,459740,Female,No,20,No,Healthcare,0.0,Low,3.0,Cat_6,D
4682,460990,Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_6,D
4683,463802,Female,No,39,Yes,Engineer,1.0,Low,3.0,Cat_6,B
4684,466672,Male,Yes,62,Yes,Artist,0.0,Low,3.0,Cat_6,C
4685,462919,Female,Yes,37,No,Homemaker,13.0,Average,3.0,Cat_6,A
4694,461854,Male,No,30,Yes,Healthcare,9.0,Low,3.0,Cat_6,D
4704,461577,Female,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,C
4705,460740,Male,Yes,38,Yes,Artist,4.0,Average,3.0,Cat_6,B
4716,467519,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
4719,459318,Female,No,32,Yes,Engineer,0.0,Low,3.0,Cat_6,D
4723,461459,Female,Yes,35,Yes,Artist,0.0,Low,3.0,Cat_6,A
4728,463650,Male,No,29,No,Doctor,1.0,Low,3.0,Cat_6,D
4742,459684,Male,Yes,52,Yes,Entertainment,1.0,Average,3.0,Cat_6,B
4743,459568,Male,No,41,Yes,Artist,1.0,Low,3.0,Cat_6,C
4789,466894,Male,No,51,Yes,Artist,0.0,Low,3.0,Cat_6,B
4796,460885,Male,Yes,53,No,Artist,8.0,Average,3.0,Cat_6,B
4809,462449,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_6,D
4810,462101,Male,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,A
4813,461663,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,D
4836,467447,Female,Yes,37,Yes,Engineer,1.0,Average,3.0,Cat_6,B
4840,464333,Male,Yes,60,Yes,Executive,0.0,High,3.0,Cat_6,B
4854,462424,Female,Yes,38,No,Artist,0.0,Low,3.0,Cat_6,C
4855,459028,Male,Yes,57,Yes,Executive,1.0,High,3.0,Cat_6,C
4863,466754,Female,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_6,B
4874,460380,Male,No,29,Yes,Entertainment,8.0,Low,3.0,Cat_6,D
4878,467948,Female,No,20,No,Healthcare,0.0,Low,3.0,Cat_6,D
4889,463699,Female,Yes,41,Yes,Marketing,9.0,Low,3.0,Cat_6,B
4894,462098,Female,Yes,38,No,Entertainment,3.0,Average,3.0,Cat_6,B
4897,463584,Female,No,22,No,Engineer,3.0,Low,3.0,Cat_6,D
4910,464325,Male,Yes,27,Yes,Healthcare,4.0,High,3.0,Cat_6,B
4916,459320,Male,Yes,26,Yes,Executive,0.0,Low,3.0,Cat_6,D
4925,463182,Male,Yes,59,Yes,Entertainment,1.0,Low,3.0,Cat_6,B
4931,467566,Male,Yes,49,No,Executive,1.0,High,3.0,Cat_6,B
4937,466853,Male,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
4939,460135,Female,No,31,Yes,Healthcare,4.0,Low,3.0,Cat_6,B
4943,463083,Male,No,30,Yes,Artist,7.0,Low,3.0,Cat_6,D
4952,467807,Male,Yes,50,Yes,Executive,1.0,Average,3.0,Cat_6,B
4970,462121,Female,No,60,Yes,Artist,1.0,Low,3.0,Cat_6,C
4979,463293,Female,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,D
4985,461898,Male,Yes,60,Yes,Executive,5.0,High,3.0,Cat_6,C
4995,462871,Male,Yes,48,No,Entertainment,1.0,Average,3.0,Cat_6,B
5007,462300,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,C
5012,460134,Male,Yes,39,Yes,Entertainment,9.0,High,3.0,Cat_6,D
5018,464104,Male,Yes,62,No,Artist,0.0,Average,3.0,Cat_6,C
5021,465019,Male,Yes,53,Yes,Artist,0.0,Low,3.0,Cat_6,A
5029,464431,Male,Yes,67,Yes,Executive,0.0,High,3.0,Cat_6,B
5031,460014,Female,No,66,No,Entertainment,2.0,Low,3.0,Cat_6,D
5033,459834,Male,Yes,45,No,Doctor,1.0,Average,3.0,Cat_6,B
5036,464546,Female,Yes,38,Yes,Engineer,8.0,Low,3.0,Cat_6,A
5059,467310,Female,Yes,88,Yes,Lawyer,0.0,High,3.0,Cat_6,B
5076,459061,Female,Yes,39,Yes,Healthcare,9.0,High,3.0,Cat_6,A
5081,463445,Male,Yes,48,Yes,Artist,0.0,Average,3.0,Cat_6,A
5082,463824,Female,Yes,37,No,Artist,1.0,Low,3.0,Cat_6,B
5087,465227,Male,No,23,No,Healthcare,6.0,Low,3.0,Cat_6,D
5094,464573,Female,Yes,39,Yes,Artist,7.0,Average,3.0,Cat_6,B
5097,463456,Male,Yes,46,No,Entertainment,1.0,High,3.0,Cat_6,B
5112,464172,Male,Yes,60,Yes,Artist,3.0,High,3.0,Cat_6,B
5116,459019,Male,Yes,45,No,Executive,10.0,High,3.0,Cat_6,C
5119,459606,Male,Yes,38,Yes,Artist,1.0,Average,3.0,Cat_6,C
5130,462748,Male,Yes,51,Yes,Artist,1.0,Low,3.0,Cat_6,C
5134,461134,Male,Yes,32,Yes,Doctor,0.0,Low,3.0,Cat_6,D
5148,466145,Male,Yes,56,No,Entertainment,1.0,Average,3.0,Cat_6,C
5158,465742,Female,Yes,45,Yes,Artist,3.0,Low,3.0,Cat_6,C
5166,466800,Female,No,18,No,Healthcare,6.0,Low,3.0,Cat_6,D
5168,462678,Female,Yes,48,Yes,Artist,4.0,Average,3.0,Cat_6,C
5186,459842,Male,No,25,Yes,Healthcare,4.0,Low,3.0,Cat_6,D
5207,464346,Male,Yes,55,Yes,Executive,2.0,High,3.0,Cat_6,C
5209,464556,Female,No,39,Yes,Artist,1.0,Low,3.0,Cat_6,A
5215,466834,Male,Yes,60,Yes,Entertainment,1.0,Low,3.0,Cat_6,A
5227,467069,Female,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,D
5231,459510,Female,No,23,No,Healthcare,0.0,Low,3.0,Cat_6,D
5233,466856,Female,Yes,65,No,Engineer,1.0,Average,3.0,Cat_6,A
5239,462385,Male,No,23,No,Doctor,4.0,Low,3.0,Cat_6,C
5240,462916,Female,Yes,68,No,Artist,6.0,Average,3.0,Cat_6,C
5244,459966,Female,No,31,Yes,Doctor,1.0,Low,3.0,Cat_6,B
5246,459424,Male,Yes,50,Yes,Doctor,1.0,Low,3.0,Cat_6,B
5256,463762,Male,Yes,31,No,Executive,1.0,High,3.0,Cat_6,A
5261,463066,Female,No,28,Yes,Healthcare,9.0,Low,3.0,Cat_6,D
5268,465568,Male,Yes,39,Yes,Executive,3.0,High,3.0,Cat_6,B
5277,459181,Male,Yes,58,No,Artist,0.0,High,3.0,Cat_6,D
5278,463612,Female,Yes,51,Yes,Engineer,1.0,High,3.0,Cat_6,C
5281,462316,Male,Yes,60,Yes,Artist,1.0,Average,3.0,Cat_6,C
5282,467510,Male,Yes,51,Yes,Entertainment,3.0,Low,3.0,Cat_6,B
5283,459755,Female,Yes,56,No,Artist,3.0,Average,3.0,Cat_6,C
5323,465800,Male,No,25,No,Healthcare,1.0,Low,3.0,Cat_6,C
5332,460121,Male,Yes,55,Yes,Engineer,1.0,Average,3.0,Cat_6,A
5333,463640,Male,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
5343,465868,Male,No,35,Yes,Artist,6.0,Low,3.0,Cat_6,D
5352,462155,Female,Yes,57,Yes,Artist,6.0,High,3.0,Cat_6,C
5364,465346,Female,No,37,Yes,Marketing,1.0,Low,3.0,Cat_6,D
5380,462185,Male,No,18,No,Doctor,0.0,Low,3.0,Cat_6,D
5383,467587,Male,Yes,27,Yes,Artist,9.0,Average,3.0,Cat_6,C
5403,461345,Male,No,27,No,Doctor,0.0,Low,3.0,Cat_6,D
5407,467800,Female,Yes,53,Yes,Artist,8.0,Average,3.0,Cat_6,C
5408,465997,Female,No,33,No,Doctor,1.0,Low,3.0,Cat_6,D
